,issueid,sentence,label
86,652," ( 8738, ' resolve in stack overflow solution. perhaps some comment from",0
87,692, be a well question for stack overflow Github issue be for bug,0
88,690, ask question like this on stack overflow Github issue be for bug,0
89,694,"  ( 8753, "" ( stack overflow be the appropriate location for",0
90,729, question be more appropriate to stack overflow github issue be for bug,0
91,725, question be well suited to stack overflow SO-url,0
92,725," and put the question in stack overflow "" )",0
93,752, a question well suit for stack overflow where you'll get more in,0
94,752, to do that. see http:// stack overflow com/questions/34343259/is-there-an-example-on-how-to-generate-protobuf-files-holding-trained-tensorflow/34343517#34343517'),0
95,739, probably a question mean for stack overflow Github issue be for bug,0
96,758, @keveman answer this question on stack overflow so I'll close this issue.,0
97,766," I'll re - open. otherwise, stack overflow might be a well place",0
98,773, a question well suit for stack overflow since this isn't a bug,0
99,772, relate to this report: http:// stack overflow com/questions/34689114/where-is-the-external-code-unsupported-eigen-cxx11-tensor-for-tensorflow-githu/34753456#34753456'),0
100,798, question be well suit for stack overflow - - you'll get well,0
101,800, type of question belong on stack overflow github be for bug /,0
102,834, take a look at: http:// stack overflow com/questions/34477889/holding-variables-constant-during-optimizer/34478044#34478044'),0
103,834, the future I would use stack overflow for these type of questions.,0
104,834, be closely related to this stack overflow question. ' ),0
105,833," working, please ask question on stack overflow ' )",0
106,838, will run fast on cpu. stack overflow be a good place for,0
107,838, will run fast on cpu. stack overflow be a good place for,0
108,816," for step by step instructions, stack overflow be probably the well forum.",0
109,757, answer a related question on stack overflow ( which could generalize to,0
110,757, generalize to your setting): http:// stack overflow com/questions/34685947/adjust-single-value-within-tensor-tensorflow/34686952#34686952 can you take a,0
111,757, answer a related question on stack overflow ( which could generalize to,0
112,757, generalize to your setting): http:// stack overflow com/questions/34685947/adjust-single-value-within-tensor-tensorflow/34686952#34686952 can you take a,0
113,757," 9166, ' ( probably a stack overflow question ) ' )",0
114,862," ( 9167, ' please use stack overflow for these type of questions.",0
115,861, this look more like a stack overflow question rather than a bug,0
116,876, a question well suit for stack overflow since this isn't a bug,0
117,870, ' as I answer on stack overflow this be intend behavior when,0
118,859, it? ( relate to http:// stack overflow com/q/42173704/562769)'),0
119,859, I post the problem on stack overflow as well. but no help.,0
120,912, the second option in this SO ost to bump the underlie,0
121,950, may get more help from stack overflow community on an issue like,0
122,957,"  ( 9331, ' stack overflow be perhaps well for these",0
123,957, virtualenv I will ask on stack overflow ' ),0
124,877," these type of question on stack overflow "" )",0
125,736, result of change values: http:// stack overflow com/a/34770965/1243762'),0
126,1013, ' answered this question on stack overflow http://stackoverflow.com/questions/35277339/cannot-import-tensorflow-in-python/35277461#35277461 the problem be that,0
127,1013, this question on StackOverflow: http:// stack overflow com/questions/35277339/cannot-import-tensorflow-in-python/35277461#35277461 the problem be that,0
128,1043, well question to ask on stack overflow github be for bug /,0
129,1045," of question be well for stack overflow "" )",0
130,1019," you're run into this: http:// stack overflow com/questions/23065501/stdatomicunsiged-long-long-undefined-reference-to-atomic-fetch-add-8, where an 8 -",-1
131,1097, find that suggestion on http:// stack overflow com/questions/33646541/tensorflow-and-anaconda-on-ubuntu. TESTED: I run the,0
132,1161, and do not reinstall anything.http:// stack overflow com/a/37081342/4837894 ' ),0
133,1185, a question well suit to stack overflow - - github issue be,0
134,86, it be post here: http:// stack overflow com/questions/33624048/fail-to-run-word-embedding-example-in-tensorflow-tutorial-with-gpus I hope it will,0
135,434," be a well question for stack overflow but the answer be easy,",0
136,1196," about use multiple devices, for stack overflow I will close this bug",-1
137,1231, a question well suit for stack overflow please ask it there to,0
138,1228, a question well suited to stack overflow since it be not a,0
139,1241, to close this issue. the stack overflow post be talk about the,0
140,1263, be a well question for stack overflow GitHub issue be for bug,0
141,1263, did. please refer to the stack overflow SO-url,0
142,1271, may get well help on stack overflow or such. ' ),0
143,1322, ' @jeandut how about http:// stack overflow com/questions/37659538/custom-padding-for-convolutions-in-tensorflow?'),0
144,1354,"  ( 10164, ' http:// stack overflow com/questions/34199233/how-to-prevent-tensorflow-from-allocating-the-totality-of-a-gpu-memory' )",0
145,1368, Solved. if interested follow the stack overflow link. ' ),0
146,1381," bug / feature request, so stack overflow be a well venue for",0
147,1379," this be well suited to stack overflow "" )",0
148,1383, question be well suited to stack overflow ' ),0
149,1349," "" please don't cross post stack overflow question as Github issues. """,0
150,1214, discussion of this style on stack overflow ) I find 2 closely,0
151,1245," doesn't, per this question on stack overflow "" )",0
152,1245," I'll post an answer on stack overflow to that effect. "" )",0
153,620, this be a question for stack overflow not an issue with TensorFlow.,0
154,1021," this thread, for example: http:// stack overflow com/questions/35274457/inceptionv3-and-transfer-learning-with-tensorflow/40709836#40709836 I try the solution",0
155,1463," 10506, ' this be a stack overflow question, not a Github issue.",0
156,1461," 10507, ' this be a stack overflow question, not a Github issue.",0
157,1461," 10508, ' More precisely: http:// stack overflow com/questions/610245/where-and-why-do-i-have-to-put-the-template-and-typename-keywords')",0
158,1497, would ask this question on stack overflow since this isn't a bug,0
159,1511, we'd recommend you post on stack overflow instead. ( this doesn't seem,0
160,1511, quick response. will post on stack overflow ' ),0
161,1471, few simultaneous jobs. see http:// stack overflow com/questions/34382360/decrease-bazel-memory-usage?rq=1 for more info. ',0
162,1511, we'd recommend you post on stack overflow instead. ( this doesn't seem,0
163,1511, quick response. will post on stack overflow ' ),0
164,1533, assume that this question on stack overflow be related. it do sound,0
165,1533, have ask the question in stack overflow . there be a problem,0
166,1541, see the answer to this stack overflow question for a suggestion on,0
167,1578, memory status. see this: http:// stack overflow com/questions/34199233/how-to-prevent-tensorflow-from-allocating-the-totality-of-a-gpu-memory'),0
168,1594, process be outline in this SO ost ( it be about,0
169,1632, ask question like this on stack overflow issue be for bug in,0
170,1565, a question well suit for stack overflow - - please ask there.,0
171,1655, example to look at. ( stack overflow would be a well location,0
172,1668, can try post this to stack overflow to see if someone in,0
173,616, still work for it. http:// stack overflow com/questions/34353160/how-can-i-execute-a-tensorflow-graph-from-a-protobuf-in-c'),0
174,1740, a question well suited to stack overflow since there doesn't appear to,0
175,1758, this as a question on stack overflow We're use it to track,0
176,1766," help with the exact invocation, stack overflow be probably a well place.",0
177,1799," set up properly. in future, stack overflow be a much well place",0
178,1799," 11170, "" I do check stack overflow but find only convolute answers,",0
179,1814," be generally well answer on stack overflow I will close this issue,",0
180,1812, question be well handle at stack overflow please ask it there. We're,0
181,1874," support from the community, see stack overflow ' )",0
182,1951, work quite nicely today: http:// stack overflow com/a/43639305/1076564'),0
183,908, not too long ago on stack overflow the solution there be to,0
184,908," @markdaoust give to @panmari on stack overflow : with tf.name_scope(""First_image_after_conv_i "" )",-1
185,1778, experience a similar error: http:// stack overflow com/questions/17020298/android-sdks-build-tools-17-0-0-aapt-error-while-loading-shared-libraries-libz'),-1
186,2008, the discussion mailing list or stack overflow - - can you please,0
187,2049, be question well ask on stack overflow only people look at bug,0
188,2049, further discussion should be on stack overflow ) ' ),0
189,2049," I have try ask on stack overflow and Google group before, but",0
190,2071, I answer your question on stack overflow ( to save other reader,0
191,2035," tensorflow support ( i'd try stack overflow for that), but feel free",0
192,2130," it come up in issues/ stack overflow questions, etc "" )",0
193,491, in the link below. http:// stack overflow com/questions/25185405/using-gpu-from-a-docker-container'),0
194,2155, may get more help on stack overflow we be try to keep,0
195,2155, bugs: relate SO question http:// stack overflow com/questions/36514994/how-to-estimate-the-amount-of-memory-needed-for-rnn http://stackoverflow.com/questions/36331419/tensorflow-how-to-measure-how-much-gpu-memory-each-tensor-takes'),0
196,2155, relate SO question http://stackoverflow.com/questions/36514994/how-to-estimate-the-amount-of-memory-needed-for-rnn http:// stack overflow com/questions/36331419/tensorflow-how-to-measure-how-much-gpu-memory-each-tensor-takes'),0
197,2155, keep issue for bugs: relate SO uestion http://stackoverflow.com/questions/36514994/how-to-estimate-the-amount-of-memory-needed-for-rnn http://stackoverflow.com/questions/36331419/tensorflow-how-to-measure-how-much-gpu-memory-each-tensor-takes'),0
198,2155, keep issue for bugs: relate so question http://stackoverflow.com/questions/36514994/how-to-estimate-the-amount-of-memory-needed-for-rnn http://stackoverflow.com/questions/36331419/tensorflow-how-to-measure-how-much-gpu-memory-each-tensor-takes'),0
199,2155, may get more help on stack overflow we be try to keep,0
200,2155, bugs: relate SO question http:// stack overflow com/questions/36514994/how-to-estimate-the-amount-of-memory-needed-for-rnn http://stackoverflow.com/questions/36331419/tensorflow-how-to-measure-how-much-gpu-memory-each-tensor-takes'),0
201,2155, relate SO question http://stackoverflow.com/questions/36514994/how-to-estimate-the-amount-of-memory-needed-for-rnn http:// stack overflow com/questions/36331419/tensorflow-how-to-measure-how-much-gpu-memory-each-tensor-takes'),0
202,2155, keep issue for bugs: relate SO uestion http://stackoverflow.com/questions/36514994/how-to-estimate-the-amount-of-memory-needed-for-rnn http://stackoverflow.com/questions/36331419/tensorflow-how-to-measure-how-much-gpu-memory-each-tensor-takes'),0
203,2155, keep issue for bugs: relate so question http://stackoverflow.com/questions/36514994/how-to-estimate-the-amount-of-memory-needed-for-rnn http://stackoverflow.com/questions/36331419/tensorflow-how-to-measure-how-much-gpu-memory-each-tensor-takes'),0
204,2185, ' post an answer on SO leave here link in case,0
205,2194," support from the community, see stack overflow to make bug and feature",0
206,2194, Issues and point people to stack overflow i'm go to close this,0
207,2194, like to ask it on stack overflow then one of the team,0
208,2238, keveman give solution here http:// stack overflow com/a/37053896/419116'),0
209,2216, might be discuss in this SO uestion: static initialization and destruction,-1
210,2216, might be discuss in this so question static initialization and destruction of,-1
211,2269," support from the community, see stack overflow to make bug and feature",0
212,2269, Issues and point people to stack overflow you might find the tf.tile(,0
213,2269," please ask the question on stack overflow instead. "" )",0
214,2264, here's the error output from stack overflow E tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:887 ] could not,0
215,2322, this issue relate to this stack overflow question? the command line and,0
216,2322, I post an answer on stack overflow ' ),0
217,2383, like this should go on stack overflow not Github Issues. ' ),0
218,2396," document ez step here: http:// stack overflow com/questions/37206459/tensorflow-examples-all-fail-due-to-attributeerror-module-object-has-no-attri"")",0
219,2403, come up quite often on stack overflow and @remp have point out,0
220,2403, you can also see a stack overflow answer about the same problem,0
221,2402," we can move it to stack overflow "" )",0
222,2414, be more appropriately handle on stack overflow GitHub issue be for bug,0
223,2414," support from the community, see stack overflow to make bug and feature",0
224,2414," Issues and point people to stack overflow "" )",0
225,2260, be a well question for stack overflow ... ' ),0
226,2421," document ez step here: http:// stack overflow com/questions/37206459/tensorflow-examples-all-fail-due-to-attributeerror-module-object-has-no-attri"")",0
227,2450, you to submit this on stack overflow instead: GitHub issue be for,0
228,2450," support from the community, see stack overflow to make bug and feature",0
229,2450," Issues and point people to stack overflow "" )",0
230,2465, a question more appropriate to stack overflow unless there be a very,0
231,2465, a question more appropriate to stack overflow unless there be a very,0
232,2482, might get more help on stack overflow this be only for bug,0
233,2482, - - try ask on stack overflow and you should get some,0
234,2491, might get more help on stack overflow for non - bug like,0
235,761, try the answer to this stack overflow question. ' ),0
236,2521," about how to do this, stack overflow might be a well resource",0
237,2552, I add an answer on stack overflow that cover your case. feel,0
238,2604, feel free to ask on stack overflow if you have question about,0
239,2604, ' look here @wangchuan http:// stack overflow com/questions/35620157/how-can-i-use-values-read-from-tfrecords-as-arguments-to-tf-reshape @mrry already answer this,0
240,2575, find some people ask in stack overflow but nobody answer it. I,0
241,2575, ' I answer this on stack overflow feel free to continue the,0
242,2552, I add an answer on stack overflow that cover your case. feel,0
243,2609, question be well suited to stack overflow GitHub issue be for bug,0
244,2609," support from the community, see stack overflow to make bug and feature",0
245,2609, Issues and point people to stack overflow feel free to repost this,0
246,2609," to repost this question on stack overflow com, with more detail about",0
247,2570, - only? as per http:// stack overflow com/questions/34235225/is-it-possible-to-modify-an-existing-tensorflow-computation-graph I do find some,0
248,2629, to this same question on stack overflow feel free to continue the,0
249,2634, this be a question for stack overflow ' ),0
250,216," can be find at http:// stack overflow com/questions/38051143/no-broadcasting-for-tf-matmul-in-tensorflow/38056381. Briefly, I have to",-1
251,216, dimension sizes. the solution on stack overflow essentially show how to restore,-1
252,418, tensor multiplication for slicing. http:// stack overflow com/questions/34685947/adjust-single-value-within-tensor-tensorflow/34686952#34686952'),0
253,1285,"  ( 12988, ' http:// stack overflow com/questions/33625824/importerror-no-module-named-core-framework-graph-pb2 be this of any",0
254,2604, feel free to ask on stack overflow if you have question about,0
255,2604, ' look here @wangchuan http:// stack overflow com/questions/35620157/how-can-i-use-values-read-from-tfrecords-as-arguments-to-tf-reshape @mrry already answer this,0
256,1444, same question come up on stack overflow today: http://stackoverflow.com/a/35904439/3574081 ( FWIW: random_a,0
257,1444, up on StackOverflow today: http:// stack overflow com/a/35904439/3574081 ( FWIW: random_a =,0
258,1444, ( i'm responsible for the stack overflow question as well ) and,0
259,2688, it be close to a stack overflow question than a problem with,0
260,2688," could try post they on stack overflow with the tensorflow tag. """,0
261,2688, of TensorFlow belong well on stack overflow ' ),0
262,1799," set up properly. in future, stack overflow be a much well place",0
263,1799," 13112, "" I do check stack overflow but find only convolute answers,",0
264,2667, I post an answer on stack overflow feel free to continue the,0
265,929, grow without limit and cause stack overflow and you can't limit recursion,-1
266,929," related. see this question on stack overflow "" )",0
267,2431, full code example in my SO uestion to take advantage of,0
268,2431, full code example in my so question to take advantage of some,0
269,2407, question should be ask on stack overflow since it be a question,0
270,2387, question be well ask on stack overflow since it isn't about an,0
271,2381, TensorFlow be well suited to stack overflow ( use the tensorflow tag).,0
272,2373," ( the same question in stack overflow , I rewrite it to",0
273,2373," be write down in that stack overflow page): mask_padding_zero_op = tf.scatter_update(lookup_table, PADDING_ID,",-1
274,2373, and replace it. see the stack overflow page for details. this code,0
275,2361, question be well suited to stack overflow or an email to discuss@tensorflow.org.,0
276,2354, deal with such issue <http:// stack overflow com/questions/43367697/batching - and - shuffle,0
277,2713, also post my question in stack overflow http://stackoverflow.com/questions/37679697/in-tensorflow-how-to-assign-values-in-tensor-according-to-the-indices'),0
278,2713, my question in stackoverflow: http:// stack overflow com/questions/37679697/in-tensorflow-how-to-assign-values-in-tensor-according-to-the-indices'),0
279,2713, for post the question on stack overflow see also #2075. ' ),0
280,2131, well as a question on stack overflow since it doesn't seem to,0
281,1396," work be well suited to stack overflow Generally, nan occur when either",-1
282,1067, a bit and see http:// stack overflow com/questions/6622454/cuda-incompatible-with-my-gcc-version - - what version,0
283,666, question about sharding variable to stack overflow ' ),-1
284,2768," probably more appropriate as a stack overflow question, rather than a GitHub",0
285,2764,"  ( 13827, ' update SO iscussion with another suggestion '",0
286,2854,"  ( 14067, ' http:// stack overflow com/questions/34220532/how-to-assign-value-to-a-tensorflow-variable' )",0
287,2854,"  ( 14073, ' http:// stack overflow com/questions/34220532/how-to-assign-value-to-a-tensorflow-variable' )",0
288,2943, a question well suit for stack overflow please ask it there and,0
289,2849, to get profiling information: http:// stack overflow com/questions/37751739/tensorflow-code-optimization-strategy/37774430#37774430'),0
290,2849, above be well suit for stack overflow please could you ask they,0
291,2846, a question well suit for stack overflow please ask it there and,0
292,2626, ( also report in this stack overflow post ) they be most,0
293,2948, such be well suit for stack overflow please consider re - ask,0
294,2770, feel free to ask on stack overflow and tag it with the,0
295,2975," more like a question for stack overflow than a bug in tensorflow,",0
296,2994, a question well suit for stack overflow please ask it there and,0
297,2989, a question well suit for stack overflow please ask it there and,0
298,2923, re - ask this on stack overflow ( please ensure you tag,0
299,3043," will soon be move to stack overflow ) "" )",0
300,2894, a question well suit for stack overflow please ask it there and,0
301,3008, please ask this question on stack overflow please ask it there and,0
302,3005, a question well suit for stack overflow please ask it there and,0
303,1653," please re - ask on stack overflow "" )",0
304,2851, be probably well suit for stack overflow Users there may have face,0
305,527, look here and there: http:// stack overflow com/a/34897674/1990516 http://stackoverflow.com/a/34900471/1990516'),0
306,527, here and there: http://stackoverflow.com/a/34897674/1990516 http:// stack overflow com/a/34900471/1990516'),0
307,1450, research lead I here: http:// stack overflow com/questions/37439299/no-gpu-kernel-for-an-int32-variable-op. it seem that tensorflow,0
308,2999, - ask this question on stack overflow to see if people there,0
309,3100, might be too subjective for stack overflow but this do sound like,0
310,3100, that be well suit for stack overflow than issues. please ask it,0
311,3107, a question well suit for stack overflow please ask it there and,0
312,3111, a question well suit for stack overflow please ask it there and,0
313,3111, I have raise it on stack overflow for future reference: please refer,0
314,3101," by ask this question on stack overflow first, and tag it with",0
315,3147, a question well suit for stack overflow please ask it there and,0
316,3199, this problem just now. http:// stack overflow com/questions/33712178/tensorflow-nan-bug?newreg=c7e31a867765444280ba3ca50b657a07.'),0
317,3148, question be well ask on stack overflow I don't believe this be,0
318,3163, - ask this question on stack overflow issue be primarily for bugs.,0
319,3081," support from the community, see stack overflow to make bug and feature",0
320,3081," Issues and point people to stack overflow for bug or installation issues,",0
321,3119," support from the community, see stack overflow to make bug and feature",0
322,3119," Issues and point people to stack overflow for bug or installation issues,",0
323,3059," support from the community, see stack overflow to make bug and feature",0
324,3059," Issues and point people to stack overflow for bug or installation issues,",0
325,2758, couple of suggestion in this stack overflow answer. ' ),0
326,2726, here be a fix: http:// stack overflow com/a/36978616'),0
327,3198," up should probably be on stack overflow "" )",0
328,3276, a question well suit for stack overflow please ask it there and,0
329,3291, please redirect such question to stack overflow ' ),0
330,3273, please direct the question to stack overflow and people might be able,0
331,3331, probably a well question for stack overflow the people monitor these issue,0
332,3173, also this SO q/a: http:// stack overflow com/questions/33004708/osx-el-capitan-sudo-pip-install-oserror-errno-1-operation-not-permitted/33004920#33004920'),0
333,3173," 15410, ' see also this SO /a: http://stackoverflow.com/questions/33004708/osx-el-capitan-sudo-pip-install-oserror-errno-1-operation-not-permitted/33004920#33004920')",0
334,3173,"  ( 15411, ' that stack overflow be interesting, but the comment",0
335,3325, you can move this to stack overflow though and people might be,0
336,3326, so this fit well in stack overflow please follow this in the,0
337,3326, please follow this in the stack overflow ' ),0
338,3285, -p tools/libc6_2.19 cd ~/tools/ #http:// stack overflow com/questions/33655731/error - while - import,0
339,3285, so please move this to stack overflow where you might get more,0
340,3343," ' also, in the future, stack overflow be the right place to",0
341,3355, these type of question on stack overflow - - the community be,0
342,3378," :0 "" be needed: http:// stack overflow com/a/37870634/419116 on tue, Jul 19,",0
343,3178," you create a session: http:// stack overflow com/questions/34199233/how-to-prevent-tensorflow-from-allocating-the-totality-of-a-gpu-memory"")",0
344,3379," can use QueueRunners, see: http:// stack overflow com/questions/34594198/how-to-prefetch-data-using-a-custom-python-function-in-tensorflow')",0
345,3367," a bug in TensorFlow. maybe stack overflow be a well venue? Although,",0
346,3426, this be well suited for stack overflow as it be not a,0
347,3406, this be well suited for stack overflow as it be not a,0
348,3389,"  ( 15749, ' stack overflow be a well venue. one",0
349,3394," like a usage issue. Nonetheless, stack overflow be a well venue. '",0
350,3410," the mailing list or to stack overflow "" )",0
351,3369," to this answer [ http:// stack overflow com/questions/37383812/tensorflow-module-object-has-no-attribute-placeholder], I look and notice",0
352,3440," 15840, ' please redirect to stack overflow for question like this. Thanks!",0
353,3402, bug ticket. please redirect to stack overflow or tensorflow - discuss@. ',0
354,3475," a debug issue, for which stack overflow be a more suitable venue.",0
355,3487," feature request, so indeed - stack overflow be a well place for",0
356,3055, a question well suit for stack overflow please ask it there and,0
357,3306," detailed questions, please ask on stack overflow we can track question and",0
358,3473, relate to this question on stack overflow and it's a Python problem,0
359,3473, for look into it! the stack overflow post be pretty useful. use,0
360,3509, the step here help? ( stack overflow be a well venue for,0
361,3509," really, but this did! the stack overflow thread say that this be",0
362,3515, a question more appropriate to stack overflow ' ),0
363,3475," a debug issue, for which stack overflow be a more suitable venue.",0
364,3444, general Android programming question to stack overflow you'll find well support for,0
365,3498, that works? ( in general stack overflow be a well venue for,0
366,3498, Thanks. michaelisard. I will try stack overflow ' ),0
367,3439," "" i've also post to stack overflow with some example code to",0
368,3439," to reproduce the problem: http:// stack overflow com/questions/38500570/how-to-input-data-in-a-tensorflow-learn-validation-monitor"")",0
369,3523, question be well suited to stack overflow unless you determine that there',0
370,3535," this kind of question on stack overflow thanks! "" )",0
371,3554, question be well suited to stack overflow please reopen if it turn,0
372,3562, in the most appropriate location. stack overflow be the right place for,0
373,3559, it's probably well suited to stack overflow this forum be intend for,0
374,3540, be probably well discuss on stack overflow have you try create the,0
375,3540, be well suited to the stack overflow forum which be a good,0
376,3585, question be well ask on stack overflow Github issue be for TensorFlow,0
377,3585, not receive any answer on stack overflow hence I decide to put,0
378,3593, question be well ask on stack overflow GitHub issue be for TensorFlow,0
379,3595," to ask this question on stack overflow please ask it there, and",0
380,3601," this question be appropriate for stack overflow not for this forum, which",0
381,3599, question be well ask on stack overflow this forum be for bug,0
382,3610, be more appropriately address on stack overflow tag ' tensorflow'. this forum,0
383,3610," belong on Github — not stack overflow "" )",0
384,3610," discussion do not belong on stack overflow However, we do not have",0
385,3616,"  ( 16294, ' this stack overflow thread http://stackoverflow.com/questions/33646541/tensorflow-and-anaconda-on-ubuntu discuss some issue",0
386,3616, ' this stackoverflow thread http:// stack overflow com/questions/33646541/tensorflow-and-anaconda-on-ubuntu discuss some issue that,0
387,3499, do what you need? ( stack overflow be a well venue for,0
388,3613, be more properly ask on stack overflow tag as ' tensorflow'. it,0
389,3476, gate weight matrices. C ) stack overflow be a well place to,-1
390,3690, this should be ask on stack overflow since it be not an,0
391,2919," - year old post on SO uggest 6x improvement "" )",-1
392,3706, should be ask about on stack overflow not here. ' ),0
393,3705, TensorFlow be well ask on stack overflow I'm happy to reopen if,0
394,3729, question would be well on stack overflow You're welcome to submit a,0
395,3725, would be well ask on stack overflow Github issue be for code,0
396,3716, how to use TensorFlow on stack overflow not as Github issues. ',0
397,329, be a good question for stack overflow rather than issues. I'm not,0
398,3692," 16637, ' @evanthebouncy see this stack overflow answer: SO-url",0
399,3705, TensorFlow be well ask on stack overflow I'm happy to reopen if,0
400,3746, be a well fit for stack overflow Github issue be for bug,0
401,3732," ask question like this on stack overflow in this case, the problem",0
