,issueid,sentence,label
40,638, try with other-url or http:// stack overflow com/questions/29394297/listview-grid-in-react-native#29395686'),0
41,229, link JavaScriptCore framework ( http:// stack overflow com/questions/23514579/javascriptcore-framework-availability-on-io ) please be note,-1
42,330," 7+, but accord to this stack overflow answer, it's possible to make",-1
43,1442, example I link to on stack overflow the WebView know where to,0
44,1445, question be well suited for stack overflow - if this turn out,0
45,1376, React Native - perhaps give stack overflow a try ð\x9f\x98\x84 if you,0
46,1033, post the question at http:// stack overflow com/questions/29884741/react-native-senddeviceevent-not-working-in-appdelegate thx! ' ),0
47,1276," the way describe in that stack overflow doesn't handle? "" )",0
48,1276, to config it. obviously the stack overflow example be a valid solution,0
49,1320, question be well suit for stack overflow - if you run into,0
50,1445, question be well suited for stack overflow - if this turn out,0
51,1120, to implement it? See: http:// stack overflow com/a/15297919/659988 something like this on,0
52,1091," an issue well suit for stack overflow i\'d recommend post "" how",0
53,1063, ' this might help. http:// stack overflow com/questions/29683720/react-native-push-notifications-parse'),0
54,930," a work - around: http:// stack overflow com/a/29903737/2313477"")",0
55,881, ListView.DataSource be initialized. see this stack overflow answer. ' ),0
56,1467, of question well suit for stack overflow or IRC - if you,0
57,697, issue be well suited for stack overflow ð\x9f\x98\x84 if you can't find,0
58,480," ( 5050, ' please use stack overflow for questions: http://stackoverflow.com/questions/tagged/react-native Post your",0
59,480, Stack Overflow for questions: http:// stack overflow com/questions/tagged/react-native Post your question with,0
60,391," feel free to create a stack overflow thread. "" )",0
61,800, ask on SO too: http:// stack overflow com/questions/29426537/what-is-unknown-in-react-native/29439395#29439395 I speculate ( and,0
62,800, this question be ask on SO oo: http://stackoverflow.com/questions/29426537/what-is-unknown-in-react-native/29439395#29439395 I speculate (,0
63,800, that apply here. in my SO nswer I say that it,-1
64,800, desirable behaviour. the person from SO ever do ( or at,-1
65,1422," probably a well question for stack overflow now that I see it,",0
66,1527," me, but this did: http:// stack overflow com/a/32654062"")",0
67,1626, ask question like this one: stack overflow it' the good system for,0
68,1626, really nice). if you think stack overflow work for you please consider,0
69,1626, well for we and because stack overflow be so much better. thank,0
70,1626, @satya164. I have post a stack overflow question here: http://stackoverflow.com/q/33990925/792979'),0
71,1626, Stack overflow question here: http:// stack overflow com/q/33990925/792979'),0
72,1626, the solution come from this stack overflow answer. here be an example,0
73,1665, question be well suit for stack overflow - if you're unable to,0
74,1665, - @brentvatne be say that stack overflow be a well place for,0
75,1665, guidance to this question: http:// stack overflow com/questions/34739527/how-to-integrate-crashlytics-with-react-native-app Thanks! ' ),0
76,1700," be probably well suit for stack overflow or IRC, and it'd probably",0
77,1700," ( 5682, ' NP http:// stack overflow com/questions/31015915/facebooks-news-feed-navigation-bar-for-react-native')",0
78,1798, re - post this to stack overflow - the issue be mean,0
79,1798, luck with the above or stack overflow then feel free to ping,0
80,1862," question about it, try out stack overflow ð\x9f\x98\x84 - if you run",0
81,1862," 5914, "" I will try SO but :). ... how do",0
82,1861, a question well suit for stack overflow People there be very motivated,0
83,1861, - less i'll keep to stack overflow for this type of question.,0
84,1851, these type of question to stack overflow people be literally overflow with,0
85,1912, question be well suited for stack overflow - issue be for bug,0
86,1912, to create a question on stack overflow Thanks! ' ),0
87,2004, question be well suited for stack overflow we be more concerned here,0
88,2054, React Native be post on stack overflow where there be a react,0
89,1785, and get answer fast on stack overflow you may investigate have to,0
90,1785," ( 6233, "" agree re: stack overflow - we're more focused on",0
91,1785, questions? ) - people on stack overflow will get back to you,0
92,1785," don't have any luck on stack overflow @yamill "" )",0
93,1557, you have some solution http:// stack overflow com/questions/29287987/invariant-violation-application-awesomeproject-has-not-been-registered-when-b. I have similar issue,-1
94,1024, the same issue at http:// stack overflow com/questions/29367270/component-wont-render-within-navigatorios-react-native but none of the,0
95,2080, channel #reactnative on Freenode or stack overflow as much as you want,0
96,2092,"  ( 6579, ' stack overflow answer here as well SO-url",0
97,2107, You're good off try out stack overflow for this kind of question,0
98,2107, far ð\x9f\x98\x84 in addition to stack overflow there be some other issue,0
99,2011, do find this ( http:// stack overflow com/q/27064138/1946792 ) and the two,0
100,2259," @jeanregisser, I just see this SO ost explain it. Issue soon",0
101,2293, question be well serve by stack overflow we should try to keep,0
102,1945," the native side, eg: http:// stack overflow com/questions/2523501/set-uitextfield-maximum-length overall, TextInput need a",1
103,2414," question be well suit for stack overflow "" )",0
104,2489," be well suit for http://discuss.reactjs.org/, stack overflow IRC or Slack ( I",0
105,2489," I know you post to stack overflow already, so maybe try the",0
106,2465, question be well suit for stack overflow or IRC : ) good,0
107,2586, we by ask question on stack overflow StackOverflow be amazing for Q&A:,0
108,2586, by ask question on stackoverflow. stack overflow be amazing for Q&A: it,0
109,2576," broad and I'll open a SO uestion. "" )",-1
110,2576," broad and I'll open a so question "" )",0
111,2625, this kind of question in stack overflow you're more likely to get,0
112,2627, put the call in application:didfinishlaunchingwithoptions:. stack overflow / Google be a much,0
113,2657, have get a response on stack overflow be that the tag to,0
114,2651, you please repost this to stack overflow People there be strongly reward,0
115,2639, about implementation please ask on stack overflow and keep github for bugs/issues.,0
116,2629, complete code example ) to stack overflow ( as per our ',0
117,2423," ( 7708, "" on http:// stack overflow com/a/28652346 someone mention that: BTW",0
118,1490," of those property natively: http:// stack overflow com/questions/14371343/ios-uitabbar-remove-top-shadow-gradient-line other-url However, since it",-1
119,2513, v0.10.0. see also here: http:// stack overflow com/questions/32330988/error-undefined-is-not-an-object-evaluating-rctwebsocketmanager-connect 10x in advance! â\x80\x95,-1
120,2387, question seem more fitting for stack overflow or I actually recommend the,0
121,2387, question seem more fitting for stack overflow or I actually recommend the,0
122,2635, code for this component on stack overflow I think someone will be,0
123,586," the technique describe at the stack overflow page. However, I be wonder",0
124,2228," or less like this: http:// stack overflow com/questions/34389672/scroll-the-view-simultaneously-as-the-scrollview-scrolls"")",-1
125,1903, questions/suggestion we recommend ask on stack overflow as you have a well,0
126,2206," ask this question in IRC/Slack, stack overflow or on Twitter : )",0
127,2206, be a relevant snippet: http:// stack overflow com/questions/31857583/how-to-access-native-ui-components-instance-methods-in-react-native'),0
128,2638, be usually well suit for stack overflow I think we do need,0
129,2638, you to repost this to stack overflow : ) ' ),0
130,2321," ask for more help on stack overflow : ) "" )",0
131,1773, recommend try your luck with stack overflow - - it's much well,0
132,1773, recommend try your luck with stack overflow - - it\'s much well,0
133,2690, of the release announcement. http:// stack overflow com/questions/32572399/react-native-android-failed-to-load-js-bundle/32574502 other-url,0
134,2719, ' can you please use stack overflow for question in the future,0
135,2719, something be not working? http:// stack overflow com/questions/tagged/react-native'),0
136,2670," please ask a question on stack overflow first, e.g. "" how to",0
137,2670," I'd ask a question on stack overflow and tag it reactjs, this",0
138,2670, of composition use refs http:// stack overflow com/a/25723635/4932710 an interesting approach... ',-1
139,2740, you please post question on stack overflow and tag they react -,0
140,2740," as Github issues. see http:// stack overflow com/questions/tagged/react-native"")",0
141,2737, answer your question? please use stack overflow for ask question and tag,0
142,2748, question be well suited for stack overflow please create a question there,0
143,2766, this type of question to stack overflow with tag react - native.,0
144,2765, please post these question to stack overflow with the tag react -,0
145,2765," to work, please post on stack overflow we and a lot of",0
146,2762, question be well suited for stack overflow whereas Github issue be ideal,0
147,2752, question be well suited for stack overflow - we use Github to,0
148,2696, question be well suit for stack overflow - - as far as,0
149,2772," here: other-url also, please use stack overflow for question and open Github",0
150,2772," out there' a bug: http:// stack overflow com/questions/tagged/react-native"")",0
151,2761, closing. can you please use stack overflow to ask question and tag,0
152,2761, with react - native? http:// stack overflow com/questions/tagged/react-native this help we use,0
153,2759, other-url can you please use stack overflow to ask question and tag,0
154,2759, with react - native? http:// stack overflow com/questions/tagged/react-native this help we keep,0
155,2759, it - thanks! will use stack overflow in future too ð\x9f\x91\x8d ',0
156,2724," help? other-url also, please use stack overflow for ask question and Github",0
157,2724, issue for report bugs: http:// stack overflow com/questions/tagged/react-native'),0
158,2791," ( 8494, ' answer on stack overflow ' )",0
159,2821, responsibility of rn. please use stack overflow for question and open Github,0
160,2821," out there' a bug: http:// stack overflow com/questions/tagged/react-native"")",0
161,2836, suited as a question on stack overflow than an issue here. I'll,0
162,2830, ' can you please use stack overflow to ask question and tag,0
163,2830, with react - native? http:// stack overflow com/questions/tagged/react-native this help we keep,0
164,2846," on Windows yet, see http:// stack overflow com/questions/32589965/will-react-native-be-supported-by-windows')",0
165,2845, to? can you please use stack overflow to ask question and tag,0
166,2845, with react - native? http:// stack overflow com/questions/tagged/react-native this help we keep,0
167,2842, answered. can you please use stack overflow to ask question and tag,0
168,2842, with react - native? http:// stack overflow com/questions/tagged/react-native this help we keep,0
169,2806, ' can you please use stack overflow to ask question and tag,0
170,2806, with react - native? http:// stack overflow com/questions/tagged/react-native this help we keep,0
171,2831, ' can you please use stack overflow to ask question and tag,0
172,2831, with react - native? http:// stack overflow com/questions/tagged/react-native this help we keep,0
173,2867, question be well suit for stack overflow and have more to do,0
174,2929, question be well suit for stack overflow - - we be here,0
175,2930, recommend ask a question on stack overflow and tag it with react,0
176,2930, with react - native: http:// stack overflow com/questions/tagged/react-native many people from the,0
177,2930, the community hang out on stack overflow and will be able to,0
178,2930, to see your question. use stack overflow for question also help we,0
179,2943," please see this answer: http:// stack overflow com/questions/32629379/how-to-build-react-native-android-app-for-production"")",0
180,2957," future, can you please use stack overflow to ask question and tag",0
181,2957, with react - native? http:// stack overflow com/questions/tagged/react-native this help we keep,0
182,2972," by the community, see: http:// stack overflow com/questions/32619846/react-native-does-not-support-development-on-windows-yet would be awesome if",0
183,2972," support ( link in the stack overflow question). "" )",0
184,2962," questions, can you please use stack overflow and tag your question with",0
185,2962, with react - native? http:// stack overflow com/questions/tagged/react-native many people from the,0
186,2962, the community hang out on stack overflow and will be able to,0
187,2962, also answer your question. use stack overflow for question also help we,0
188,2996, please ask these question on stack overflow with the react - native,0
189,2996, for future reader - http:// stack overflow com/questions/32704336/how-to-access-activity-from-a-react-native-android-module'),0
190,1473, a bit more on this...http:// stack overflow com/questions/30196216/why - window - or,-1
191,3004, ' can you please use stack overflow to ask question and tag,0
192,3004, with react - native? http:// stack overflow com/questions/tagged/react-native many people from the,0
193,3004, the community hang out on stack overflow and will be able to,0
194,3004, to see your question. use stack overflow for question also help we,0
195,3005, ' can you please use stack overflow to ask question and tag,0
196,3005, with react - native? http:// stack overflow com/questions/tagged/react-native many people from the,0
197,3005, the community hang out on stack overflow and will be able to,0
198,3005, to see your question. use stack overflow for question also help we,0
199,3005," 8867, "" I'll ask on stack overflow BTW, i've change my title",0
200,2923," ( 8879, ' see http:// stack overflow com/questions/29313244/how-to-auto-slide-the-window-out-from-behind-keyboard-when-textinput-has-focus')",2
201,3027," ( 8884, ' please use stack overflow for questions. the issue on",0
202,3029," questions, can you please use stack overflow and tag your question with",0
203,3029, with react - native? http:// stack overflow com/questions/tagged/react-native many people from the,0
204,3029, the community hang out on stack overflow and will be able to,0
205,3029, also answer your question. use stack overflow for question also help we,0
206,3076, this be my issue: http:// stack overflow com/questions/29807664/cyclic-dependency-returns-empty-object-in-react-native'),0
207,3076, the answer from the above stack overflow question: this be a common,0
208,3081," this kind of question on stack overflow or Slack, as per our",0
209,3067," this kind of question on stack overflow or Slack, as per our",0
210,3091," your emulator window. See: http:// stack overflow com/questions/4974568/how-do-i-launch-the-android-emulator-from-the-command-line"")",-1
211,3093," ( 8991, ' please use stack overflow and tag your question with",0
212,3093, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
213,3093, the community hang out on stack overflow and will be able to,0
214,3093, also answer your question. use stack overflow for question also help we,0
215,3076, this be my issue: http:// stack overflow com/questions/29807664/cyclic-dependency-returns-empty-object-in-react-native'),0
216,3076, the answer from the above stack overflow question: this be a common,0
217,3142, fix for solve it. http:// stack overflow com/questions/35867954/changing-the-default-style-for-a-navigator-navigationbar-title'),0
218,3125," might be able to on stack overflow "" )",0
219,3148," question be well suit for stack overflow though, so if this answer",0
220,3148," please? post here ( http:// stack overflow com/questions/34933860/react-native-how-to-detect-link-form-string-and-convert-to-a-link), thank you! ' )",0
221,3086, there! please post this to stack overflow - - it be not,0
222,3153, question be well suit for stack overflow - - unless you determine,0
223,3153, relate question in SO: http:// stack overflow com/questions/33808922/react-native-using-toolbarandroid-with-navigators-navigationbar'),0
224,3163, @iSimar you can also use stack overflow for question like this. More,0
225,3071, you be use 0.1.8. http:// stack overflow com/questions/34639911/react-native-windows-spawn-npm-enoent-error/34645696'),0
226,3239, npm. can you please use stack overflow to ask question and tag,0
227,3239, with react - native? http:// stack overflow com/questions/tagged/react-native in this case you,0
228,3239, the community hang out on stack overflow and will be able to,0
229,3239, to see your question. use stack overflow for question also help we,0
230,3239, it be my post http:// stack overflow com/questions/32953512/react-native-init-error-file-not-found but I don't know,0
231,3239, exact opposite and post on SO irst : ) it be,0
232,3287, there! please post this to stack overflow this be not an actual,0
233,3218,"  ( 9611, ' http:// stack overflow com/questions/30987986/ios-9-not-opening-instagram-app-with-url-scheme' )",0
234,3218, that be more suitable for stack overflow and be not relate the,0
235,3355," general, can you please use stack overflow to ask question and tag",0
236,3355, with react - native? http:// stack overflow com/questions/tagged/react-native many people from the,0
237,3355, the community hang out on stack overflow and will be able to,0
238,3355, to see your question. use stack overflow for question also help we,0
239,3341," general, can you please use stack overflow to ask question and tag",0
240,3341, with react - native? http:// stack overflow com/questions/tagged/react-native many people from the,0
241,3341, the community hang out on stack overflow and will be able to,0
242,3341, to see your question. use stack overflow for question also help we,0
243,3208, do something like this http:// stack overflow com/questions/24338972/show-copy-paste-context-menu-on-text-using-code-android'),-1
244,3301, other-url can you please use stack overflow to ask question and tag,0
245,3301, they react - native? http:// stack overflow com/questions/tagged/react-native many people from the,0
246,3301, the community hang out on stack overflow and will be able to,0
247,3301, to see your question. use stack overflow for question also help we,0
248,3301," 9748, "" see that @samuelkraft's SO ost have be downvote and",0
249,2490," you can ask people in stack overflow on Slack, or mention they",0
250,3432, clarification can you please use stack overflow to ask question and tag,0
251,3432, with react - native? http:// stack overflow com/questions/tagged/react-native many people from the,0
252,3410," general, it's well to use stack overflow to ask this sort of",0
253,3410," they react - native: http:// stack overflow com/questions/tagged/react-native"")",0
254,3414, consider an approach like http:// stack overflow com/questions/2955354/showing-custom-menu-on-selection-in-uiwebview-in-iphone and create a custom,-1
255,521, ' be just read http:// stack overflow com/questions/29308937/trouble-requiring-image-module-in-react-native apparently a recent update,0
256,3482, try post some question on stack overflow Most of what you need,0
257,3481, bufferutil repo or post to stack overflow if the above doesn't fix,0
258,3511, might be well suit for stack overflow as we're more concerned with,0
259,3570," general, can you please use stack overflow to ask question and tag",0
260,3570, with react - native? http:// stack overflow com/questions/tagged/react-native many people from the,0
261,3570, the community hang out on stack overflow and will be able to,0
262,3570, to see your question. use stack overflow for question also help we,0
263,3565, ' this help me: http:// stack overflow com/questions/34662574/node-js-getting-error-nodemon-internal-watch-failed-watch-enospc echo fs.inotify.max_user_watches=582222 | sudo,-1
264,2858," file. <item name=""android:textColorSecondary"">@android:color/white</item> Source: http:// stack overflow com/a/31139160')",-1
265,3601, ' can you please use stack overflow to ask question and tag,0
266,3601, they react - native? http:// stack overflow com/questions/tagged/react-native many people from the,0
267,3601, the community hang out on stack overflow and will be able to,0
268,3601, to see your question. use stack overflow for question also help we,0
269,3601," render. but yes, please use stack overflow for question like this :",0
270,3617," also, can you please use stack overflow to ask questions? Tag your",0
271,3626, in the future please use stack overflow to ask question and tag,0
272,3626, with react - native: http:// stack overflow com/questions/tagged/react-native many people from the,0
273,3626, the community hang out on stack overflow and will be able to,0
274,3626, to see your question. use stack overflow for question also help we,0
275,3502, do exlude group: by http:// stack overflow com/questions/27436641/android-studio-update-to-1-0-corrupts-multidex'),-1
276,3667, question be well suit for stack overflow you can tag they with,0
277,3667, thank for answer and mention stack overflow @negativetwelve! ' ),-1
278,3564," ( 10292, ' please use stack overflow for question as we only",0
279,3698, ' I follow this http:// stack overflow com/questions/18758882/launch-images-in-ios-7-with-xcode-5'),0
280,3629," search google or ask on stack overflow com "" )",0
281,3721," ( 10318, ' please use stack overflow and tag your question with",0
282,3721, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
283,3721, the community hang out on stack overflow and will be able to,0
284,3721, also answer your question. use stack overflow for question also help we,0
285,3712," ( 10330, ' please use stack overflow and tag your question with",0
286,3712, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
287,3712, the community hang out on stack overflow and will be able to,0
288,3712, also answer your question. use stack overflow for question also help we,0
289,3710," ( 10331, ' please use stack overflow and tag your question with",0
290,3710, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
291,3710, the community hang out on stack overflow and will be able to,0
292,3710, also answer your question. use stack overflow for question also help we,0
293,3687," ( 10336, ' please use stack overflow and tag your question with",0
294,3687, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
295,3687, the community hang out on stack overflow and will be able to,0
296,3687, also answer your question. use stack overflow for question also help we,0
297,3681," ( 10339, ' please use stack overflow and tag your question with",0
298,3681, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
299,3681, the community hang out on stack overflow and will be able to,0
300,3681, also answer your question. use stack overflow for question also help we,0
301,3680,"  ( 10340, ' http:// stack overflow com/questions/29351259/how-to-add-delete-item-into-listview' )",0
302,3680," ( 10341, ' please use stack overflow and tag your question with",0
303,3680, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
304,3680, the community hang out on stack overflow and will be able to,0
305,3680, also answer your question. use stack overflow for question also help we,0
306,3671," ( 10344, ' please use stack overflow and tag your question with",0
307,3671, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
308,3671, the community hang out on stack overflow and will be able to,0
309,3671, also answer your question. use stack overflow for question also help we,0
310,3670," ( 10346, ' please use stack overflow and tag your question with",0
311,3670, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
312,3670, the community hang out on stack overflow and will be able to,0
313,3670, also answer your question. use stack overflow for question also help we,0
314,3668," ( 10347, ' please use stack overflow and tag your question with",0
315,3668, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
316,3668, the community hang out on stack overflow and will be able to,0
317,3668, also answer your question. use stack overflow for question also help we,0
318,3664," ( 10350, ' please use stack overflow and tag your question with",0
319,3664, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
320,3664, the community hang out on stack overflow and will be able to,0
321,3664, also answer your question. use stack overflow for question also help we,0
322,3663," ( 10355, ' please use stack overflow and tag your question with",0
323,3663, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
324,3663, the community hang out on stack overflow and will be able to,0
325,3663, also answer your question. use stack overflow for question also help we,0
326,3732, @ide be this related: http:// stack overflow com/a/18785646/2638485 ? ' ),0
327,3732, actually seem to work: http:// stack overflow com/questions/18886195/ios-7-status-bar-overlapping-ui/18886468#18886468'),-1
328,3733," ( 10387, ' please use stack overflow and tag your question with",0
329,3733, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
330,3733, the community hang out on stack overflow and will be able to,0
331,3733, also answer your question. use stack overflow for question also help we,0
332,3735, - end issues. please use stack overflow and tag your question with,0
333,3735, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
334,3735, the community hang out on stack overflow and will be able to,0
335,3735, also answer your question. use stack overflow for question also help we,0
336,3744," ( 10389, ' please use stack overflow and tag your question with",0
337,3744, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
338,3744, the community hang out on stack overflow and will be able to,0
339,3744, also answer your question. use stack overflow for question also help we,0
340,3774," 10465, "" also, please use stack overflow for ask questions: SO-url I'll",0
341,3766,"  ( 10469, ' http:// stack overflow com/questions/7848766/how-can-we-programmatically-detect-which-ios-version-is-device-running-on' )",0
342,3766, other-url please refer to the stack overflow question. ' ),0
343,3792," "" hey @randyz, please use stack overflow to ask questions: http://stackoverflow.com/questions/tagged/react-native your",0
344,3792, Overflow to ask questions: http:// stack overflow com/questions/tagged/react-native your question be more,0
345,3794," ( 10495, ' please use stack overflow and tag your question with",0
346,3794, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
347,3794, the community hang out on stack overflow and will be able to,0
348,3794, also answer your question. use stack overflow for question also help we,0
349,3054, for further question please use stack overflow and tag your question with,0
350,3054, these kind of questions: http:// stack overflow com/questions/ta'),0
351,3877," please ask your question on stack overflow and tag it with """,0
352,3878, in the future please use stack overflow and tag your question with,0
353,3878, these kind of questions: http:// stack overflow com/questions/tagged/react-native many people from the,0
354,3878, the community hang out on stack overflow and will be able to,0
355,3878, also answer your question. use stack overflow for question also help we,0
356,3869," time , please use http:// stack overflow com/ with react - native",0
357,3885, work properly. please use http:// stack overflow com/ with react - native,0
358,3905, next time please use http:// stack overflow com/ and tag they react,0
359,3938, submit this question now. http:// stack overflow com/questions/34216567/command-bundle-unrecognized-did-you-mean-to-run-this-inside-a-react-native-pr'),0
360,3955, please ask your question on stack overflow ' ),0
361,4028," please ask your question on stack overflow for example. "" )",0
362,4077, the solution on SO: http:// stack overflow com/a/32614200/431522 - press f2! ',0
363,4114, be well suited as a stack overflow question until you can find,0
364,4080, these kind of question on stack overflow - - we don't have,0
365,4148, @facebook - github - bot stack overflow ' ),0
366,4148, would be well ask on stack overflow StackOverflow be amazing for Q&A:,0
367,4148, be well ask on stackoverflow. stack overflow be amazing for Q&A: it,0
368,4138, might want to ask on stack overflow for example to see if,0
369,4107, this be well suit for stack overflow before file an actual bug:,0
370,4107, file an actual bug: http:// stack overflow com/questions/tagged/react-native please ask there first,0
371,4107, question will get answer on SO s we're quite a small,0
372,4090, as discuss in the follow SO uestion as well. - -,0
373,4090, well. - - - > SO iscussion here: ) More like,0
374,4090, as discuss in the follow so question as well. - - -,0
375,1682, have the same issue: http:// stack overflow com/questions/31774399/react-native-listview-how-to-push-new-rows-from-top get to make it,0
376,4235," doesn't help, please repost to stack overflow .. or @gorkemyurt could also",0
377,4227," project please get help on stack overflow or Discord, as per our",0
378,4176, these type of question to stack overflow or discuss in our Discord,0
379,4126," there! please post this to stack overflow with more details, thanks! '",0
380,4264, these type of issue to stack overflow : ) ' ),0
381,4264, this issue be address on stack overflow i'm have the same issue,0
382,4300, to your own code on stack overflow the GitHub issue tracker be,0
383,4312," do something, please ask on stack overflow with the tag react -",0
384,4326," do something, please ask on stack overflow with the tag react -",0
385,4326, it's a bug I think stack overflow be a great place to,0
386,4326," 11568, "" @mkonicek Here: http://pt. stack overflow com/questions/100099/react-native-navigator-jumpback-and-jumpforward-not-work ( I can't use",0
387,4326," 300 point of reputation on stack overflow ) "" )",0
388,4326, you're use a version of stack overflow in portuguese? the tag should,-1
389,4326," use it I think: http:// stack overflow com/questions/tagged/react-native"")",0
390,4326," out on this site: http://pt. stack overflow com/questions/100099/react-native-navigator-jumpback-and-jumpforward-not-work"")",0
391,4326," "" i'm log in on SO ut log out on this",-1
392,4323," do something, please ask on stack overflow with the tag react -",0
393,4323, question seem more appropriate for stack overflow feel free to post your,0
394,4315," do something, please ask on stack overflow with the tag react -",0
395,4295, a question perfectly suit for stack overflow http://stackoverflow.com/questions/tagged/react-native many people from the,0
396,4295, perfectly suit for StackOverflow: http:// stack overflow com/questions/tagged/react-native many people from the,0
397,4336," a bug, please ask on stack overflow with the tag react -",0
398,4336, ask question like this one: stack overflow it' the good system for,0
399,4336, really nice). if you think stack overflow work for you please consider,0
400,4336, well for we and because stack overflow be so much better. thank,0
401,4337," a bug, please ask on stack overflow with the tag react -",0
402,4337, ask question like this one: stack overflow it' the good system for,0
403,4337, really nice). if you think stack overflow work for you please consider,0
404,4337, well for we and because stack overflow be so much better. thank,0
405,4337, find a relevant link on stack overflow for you - http://stackoverflow.com/questions/1528060/uiwebview-error-while-loading-url'),0
406,4337, StackOverflow for you - http:// stack overflow com/questions/1528060/uiwebview-error-while-loading-url'),0
407,4331," a bug, please ask on stack overflow with the tag react -",0
408,4319," do something, please ask on stack overflow with the tag react -",0
409,4319, question like this one - stack overflow many people from the community,0
410,4319, be a well place than stack overflow and @skevy i've check and,0
411,4333," a bug, please ask on stack overflow with the tag react -",0
412,4340," a bug, please ask on stack overflow with the tag react -",0
413,4345," a bug, please ask on stack overflow with the tag react -",0
414,4348," a bug, please ask on stack overflow with the tag react -",0
415,4352," a bug, please ask on stack overflow with the tag react -",0
416,4341," a bug, please ask on stack overflow with the tag react -",0
417,4341," 11672, ' relate to http:// stack overflow com/questions/33908314/packager-wont-start')",0
418,4341," ( 11680, ' solve on stack overflow http://stackoverflow.com/questions/33908314/packager-wont-start')",0
419,4341, ' solve on Stackoverflow http:// stack overflow com/questions/33908314/packager-wont-start'),0
420,4342," a bug, please ask on stack overflow with the tag react -",0
421,4347," a bug, please ask on stack overflow with the tag react -",0
422,4358," a bug, please ask on stack overflow with the tag react -",0
